"","temperature","radial.sd","inner.shell.radial.sds","outer.shell.radial.sds","phi11","phi12","phi21","phi22"
"66",0.0773654158064399,0.120203039272095,0.0902340409777302,0.133522594069591,0.096453184438903,0.495158807709294,0.450846662174943,0.0590749100164318
"67",0.089574475648526,0.127689008081806,0.100992298383805,0.139554212392029,0.101716384851879,0.541998097852367,0.565292578408075,0.0628414236767923
"68",0.115811460722201,0.133369983656354,0.10801329388322,0.144639623555525,0.113466630523769,0.869357721826026,0.89364755629183,0.0742603834572001
"69",0.177190954079267,0.150907158481409,0.126442541778648,0.161780321460414,0.142332749982722,0.792428764976165,0.780206459264205,0.0913591635122718
"70",0.106679591275376,0.131671208108603,0.107337964680676,0.142485982965459,0.113570371376317,0.891596399323643,0.917547258578299,0.0682769357309986
"71",0.113131766005731,0.13366592553715,0.108814627795389,0.144710946755711,0.119384162126941,0.545723973117744,0.491295599974156,0.0727462744771929
"72",0.117127421280317,0.134116784475826,0.108428379130094,0.145533853518374,0.11445733704819,0.809441532186868,0.878724932307815,0.070280897831982
"73",0.0478368978342395,0.111286888517151,0.0808489257714331,0.124814871959692,0.0821984485421792,0.511740335004518,0.54904594723183,0.0487519022488848
"74",0.0822770666837757,0.122284571786059,0.0951400886913643,0.134348786494812,0.096376949304003,0.677383046368202,0.691067360351163,0.0612384132389338
"75",0.132563667334107,0.139427816543726,0.115227040296206,0.150183717098179,0.124808126932871,0.878036035502384,0.868422414792463,0.0790756514910263
"76",0.156873099887807,0.146309016205898,0.123784527709349,0.156319899982141,0.133615860697283,0.796066660603411,0.771562762708567,0.0867472717468155
"77",0.27475793559862,0.351314468477072,0.445154048294206,0.309607988558345,0.711757329347901,0.64346771259306,0.712385763526978,0.788678832099527
"78",0.189666337367216,0.161720257537458,0.14329835495513,0.16990776979627,0.169208393269579,0.882419308099141,0.940314844441016,0.104281457226926
"79",0.139306226711646,0.202432970395285,0.222626584189348,0.193458030931258,0.494701112765185,0.495967769154369,0.644177795200371,0.189815809170438
"80",0.0984027921151422,0.13009454866953,0.105206654273633,0.141155835067707,0.110822969071193,0.835581609939916,0.805196273421694,0.0680453005304358
"81",0.123559787438325,0.135285221124616,0.109896240149119,0.146569212669282,0.117247188852642,0.664185855212216,0.680034650348278,0.0757225457838784
"82",0.068192191329828,0.120488948225571,0.0933199154623687,0.132564073898105,0.0957920309276662,0.609808721776856,0.561933756758468,0.0563564014112796
"83",0.0995550612837007,0.128252740362497,0.102612379818897,0.139648456159653,0.109749043946348,0.869551575364279,0.816678691438311,0.0669650331614015
"84",0.238216305460212,0.23871621070245,0.264509060652031,0.22725272183597,0.650004147066027,0.766758220872942,0.656910535382201,0.418747435289243
"85",0.368033258256911,0.509408745003102,0.487740314208138,0.519039158689752,0.815057529027471,0.820123548268739,0.797455459254877,0.804191630514775
"86",0.0884557512928934,0.12950614824939,0.101918401829004,0.141767368880673,0.118164529908318,0.864411048871403,0.920244878600719,0.0696347345149785
"87",0.142423312134129,0.141655353848006,0.117273126314812,0.152491899418314,0.132320881127218,0.866885347561162,0.888652098233303,0.0820658720793309
"88",0.139928436761729,0.143090825229552,0.119425787907307,0.153608619594994,0.125273881723343,0.888156343252899,0.879536121275005,0.0803513722977861
"89",0.187400394138785,0.212464855879842,0.231332730634962,0.204079133766455,0.640901985848601,0.839210241105785,0.876769593161325,0.243686744463595
"90",0.156131712155466,0.175849866732936,0.17550213448244,0.176004414399823,0.469343234119991,0.813633450752851,0.595120861389619,0.240031468417963
"91",0.210586209081197,0.190640305193951,0.191217448459418,0.190383797075965,0.421690624372003,0.776374836436819,0.6688020818868,0.241598563924902
"92",0.405121894341813,0.480223672323271,0.544122834617038,0.451824044637152,0.80251603328776,0.771316906508677,0.834629231913214,0.748427842596493
"93",0.285911801774624,0.388489725124785,0.487858384540388,0.344325876495628,0.898397446070795,0.746723160037827,0.833893917276029,0.631431682138256
"94",0.313967954867645,0.455059461555115,0.533212949460358,0.420324578041674,0.689615786141252,0.772447665375396,0.789661173560544,0.773077934570288
"95",0.804305154219228,0.573155740686569,0.5660607249356,0.576309081020333,0.799480739393071,0.828737187255408,0.830157272548044,0.847688404448124
"96",0.206153968271284,0.221772376309571,0.241002299988954,0.213225743563178,0.539181773449327,0.791836348571699,0.807950813606749,0.276422732499458
"97",0.376995039259144,0.490932047887866,0.542223452908468,0.46813586787871,0.775268797276233,0.813716289811673,0.82875319498926,0.81084035281898
"98",0.317335329114277,0.441556900164667,0.468474459648577,0.429593540394041,0.670438987542246,0.735839353993302,0.832722881306231,0.62235754543399
"99",0.508160835913943,0.518434316534668,0.501075597412174,0.526149302811332,0.810494414559853,0.77322574190674,0.804146492149321,0.821439151995491
"100",0.197604495500086,0.159356512290804,0.137508645546972,0.169066675288063,0.156860652545437,0.889028532784245,0.924038253296759,0.0987870660232531
"101",0.400916830161385,0.489555133850067,0.538644943140621,0.467737440832042,0.812913067269031,0.80348376790195,0.796287604595328,0.727010693336
"102",0.36525923383726,0.473678138786349,0.499600380458217,0.462157142487741,0.716750869529968,0.741196519787123,0.844847495782599,0.756666702140752
"103",0.483820367447423,0.524292533764848,0.519032171540483,0.526630472531232,0.677700636707605,0.827185943132727,0.820241795753611,0.798140592123733
"104",0.337530775759769,0.474917199790462,0.51218726618007,0.458352725839525,0.720420453375069,0.772072599309191,0.754862892595054,0.757309203150983
"105",0.184579083459199,0.213976759722663,0.234264063610429,0.204960180216989,0.718179786447516,0.662350216089682,0.888481910296897,0.22321290314501
"106",0.59351763427882,0.550381736564758,0.537603060426337,0.556061148181833,0.822868096336876,0.802100490065801,0.827785854691512,0.813547208357355
"107",0.340394036243097,0.402015009728499,0.471712252785368,0.371038457258779,0.753514390108148,0.818219367704128,0.884578462919662,0.714832917721355
"108",0.357857604300513,0.468583693260876,0.536637688199498,0.438337473288155,0.816637904701495,0.844104196797471,0.756485008450097,0.748114193200882
"109",1.10546930796813,0.603099645420312,0.602713250475722,0.603271376506797,0.847106681050205,0.83973614807187,0.868766484106752,0.841275575424412
"110",0.20244978541637,0.222474279867423,0.243170239121515,0.213276075754493,0.681865846902584,0.840969750301611,0.802284098799449,0.305623960753371
"111",0.45270842966095,0.522960195741154,0.51774946333866,0.525276076808929,0.774281979796174,0.848482900480564,0.866611623240932,0.788702912066763
"112",0.279542799226649,0.362323900316939,0.436177303365369,0.329500165628748,0.647753056867583,0.794224639868949,0.835367973560988,0.554073528844706
"113",0.15541214219566,0.148721079060864,0.125101838612545,0.159218519260117,0.143827846773588,0.832278991271813,0.77968028196646,0.0884993219390021
"114",0.301789046455554,0.424995281288629,0.502559483598141,0.390522302484402,0.847078204301846,0.849956237566302,0.802783161215341,0.648609232005263
"115",0.231982189124863,0.299640935687397,0.29074547812417,0.303594472382164,0.742827808607439,0.819437727531756,0.35797314752271,0.471697652209703
"116",0.352433506101973,0.497383387378107,0.482713660173885,0.503903266135539,0.816185303849431,0.746889578215854,0.757768465870066,0.847741649153046
"117",0.314177144251524,0.470558986069883,0.48646251271584,0.463490752005013,0.711421681060597,0.733823107521242,0.846389016917569,0.756230233084496
"118",0.298939880069281,0.374737495348976,0.463004922571706,0.33550752769443,0.775306483438527,0.745754696855323,0.737246867093093,0.472017872129585
"119",0.481159056324593,0.527697369240333,0.544564373959408,0.520200922698522,0.822239213692164,0.818937323051032,0.834258662463588,0.835497752465427
"120",0.386051467378822,0.477654397981987,0.537559020227309,0.451030121428511,0.857108216441468,0.735850122296883,0.756478401633058,0.772876896149527
"121",0.366312880860053,0.498669567169723,0.541978768772163,0.479421033124194,0.752583010261668,0.835685534798815,0.843610097788485,0.831163896825421
"122",0.337228589777106,0.462246818454116,0.43602582268866,0.473900594349875,0.844269445079036,0.667242161855904,0.746818224648357,0.734174238222765
"123",0.684613926105446,0.558541827730498,0.54704829908772,0.563650062682843,0.823101209999217,0.843156071070157,0.814686137039354,0.842318080835662
"124",0.245587491211183,0.328113924363759,0.352282467512076,0.317372349631173,0.748571039020979,0.51501887060895,0.688239550178925,0.55142089508998
"125",1.60158271395282,0.641726307437914,0.648364913373526,0.638775815910976,0.856338572924184,0.853160803192367,0.841945894890678,0.845172159112012
"126",0.400071802113084,0.495433698532453,0.54515982891185,0.47333319614161,0.762795388263511,0.81379665956994,0.757005150403873,0.796487527907774
"127",0.996352976670887,0.587670602182779,0.581630165784113,0.590355240582186,0.856449838238259,0.82521783752801,0.805635080545183,0.840114674253529
"128",0.650026803402845,0.549255051016269,0.556167750507684,0.546182740131195,0.845797268569589,0.811311460179195,0.849083084920709,0.834563690400338
"129",0.128050954276461,0.13770626960734,0.113751230218123,0.148352953780325,0.122666954143689,0.838116119244473,0.805924910675488,0.0759732966529975
"130",0.30409532335224,0.438821139393073,0.538624492508326,0.394464093564072,0.724489782195702,0.707251657048078,0.799309290643745,0.645248843354737
"131",0.702638994107382,0.558736489680227,0.578183482283606,0.550093381856504,0.827467584861987,0.839720967381199,0.846443571761056,0.82454069680118
"132",0.328850283116583,0.45059581845608,0.48934342490645,0.433374660033693,0.863268580160492,0.768492163448596,0.831682626225706,0.772736559448821
"133",0.203409986388569,0.264787756067163,0.316841203723253,0.241652890442234,0.763308361356807,0.793934095618538,0.770433261704915,0.39411514045631
"134",0.427810239394669,0.512767435276932,0.536407328428507,0.502260816098454,0.741152215599638,0.826160742734793,0.857157151179372,0.789932822697644
"135",0.570282220222058,0.541803574325523,0.56602219159496,0.531039744427996,0.805129171997276,0.802735468838133,0.759109038462619,0.819388557203021
"136",1.38643303127061,0.627532584678468,0.621775613322542,0.630091238614435,0.843578141385516,0.839942737839159,0.833317120270784,0.856134314849266
"137",0.473383184821371,0.532430769960894,0.54718855646071,0.525871753738754,0.819655349226529,0.770505484848993,0.889154037062215,0.797781612229747
"138",0.383943031396833,0.489248449921082,0.543393119228219,0.465184152451244,0.865628471404637,0.768135375961931,0.831977534779088,0.77176962371058
"139",0.410373099288533,0.506087028845514,0.546165869022315,0.488274210989158,0.760616817124428,0.791747281753163,0.830075938491618,0.791792859114177
"140",0.24346226391842,0.298439671837967,0.295120525620364,0.299914847934679,0.779050632093854,0.846928371320525,0.770067961808341,0.720987044321442
"141",0.382858384485989,0.501087386698658,0.515318568708788,0.494762416916378,0.845444782459159,0.766199983245928,0.829004422899257,0.81980244224682
"142",0.214881704618514,0.263876575277124,0.33341560357281,0.232970340479041,0.824770021793087,0.789829635183091,0.690884582942028,0.313472531494185
"143",0.370596540764753,0.479901293228598,0.460685427111722,0.488441678169432,0.559709766167821,0.797873918318644,0.778144151258259,0.795766228067264
"144",1.51717110968078,0.636842621271005,0.616502671645184,0.645882598882482,0.869018288772508,0.838982637716211,0.859141546293171,0.846656160112794
"145",0.688581139496732,0.560977052416529,0.56351479855418,0.559849165244239,0.818910353413643,0.823587497990296,0.843007055437013,0.818539841638577
"146",0.800578722525898,0.573953342221939,0.585694491849141,0.568735053498738,0.813632315401717,0.837613787558612,0.831536749872523,0.827812281710842
"147",0.735114395145313,0.565088893642895,0.556564295379587,0.568877603982143,0.839092736543069,0.832642563729973,0.81173497320361,0.832932713517965
"148",0.662029501307125,0.551941861535216,0.554756532753667,0.550690896549238,0.845402227800023,0.826736957771289,0.862538170981213,0.83582227964308
"149",0.578626164152599,0.54478649422647,0.56971509341932,0.533707116807426,0.853446265248511,0.818721026939276,0.85283167192098,0.825999351536198
"150",1.07440727336671,0.600943751417353,0.599432516639879,0.601615411318453,0.831628832998617,0.83960919539277,0.862619092131207,0.839132969219439
