"","dphis","Us"
"1",0.01,41.2499391613679
"2",0.31,41.2505338017626
"3",0.61,41.2516971163363
"4",0.91,41.2512027176053
"5",1.21,41.2498466197524
"6",1.51,41.2560518995409
"7",0.755,41.3595123354779
"8",1.81,41.2551775225348
"9",0.7,41.250372923165
"10",0.74,41.2526005922248
"11",0.72,41.2513509043811
"12",0.68,41.2498714609833
"13",0.67,41.2498617805785
"14",0.66,41.2500451507508
"15",0.64,41.256480916804
"16",0.65,41.2504451388814
"17",0.63,41.2519858337241
