x
0
1.04338972004886
2.3094010767585
4.23729577041502
6.96425580242346
9.54379415162177
12.5902872879703
16.714577017655
21.0332165825679
25.7855716911798
30.2635582831085
35.4929181560627
41.2498436712752
47.4023840183084
54.2659302619563
60.4027468926115
67.4371168851149
74.3970018287864
82.0095784197294
91.25314750772
99.5584938901053
107.969156187668
117.045545244836
126.623823571905
135.999392911327
145.62069483376
156.416863554355
166.331378739176
177.434298895107
188.90366068867
200.70679799683
211.685054233821
222.856151108034
236.492593361257
248.179428773099
261.208375200081
274.5102048279
288.443859984101
301.052735084547
315.45913323604
