"","temperature","radial.sd","inner.shell.radial.sds","outer.shell.radial.sds","phi11","phi12"
"50",0.0525894294328271,0.137897612541939,0.119429774004716,0.145284747956828,0.0578901864283015,0.224695730093438
"51",0.0753349693233962,0.13837155146906,0.128556705643679,0.142297489799213,0.0743271083510084,0.207586512931533
"52",0.0463186229869091,0.0534855397880159,0.0435483012883266,0.0574604351878916,0.0583829824509921,0.0635363500758429
"53",0.131995964778319,0.182130687800798,0.146247034050282,0.196484149301004,0.158532076198385,0.681417217769951
"54",0.093141440937393,0.154195472229593,0.135812034589529,0.161548847285619,0.134689538179815,0.249421640564857
"55",0.0314162135715262,0.046618588704666,0.040962598325496,0.048880984856334,0.0600523303236503,0.0576754984070045
"56",0.0647587138083382,0.147119252582423,0.124438702024276,0.156191472805682,0.0761343373989919,0.298027235050913
"57",0.0878372218319966,0.158748376424482,0.117067794119924,0.175420609346306,0.0987117600269563,0.312474981837843
"58",0.080700378705503,0.166858210866526,0.129664331573813,0.181735762583612,0.0854057233165538,0.462109627946538
"59",0.0625634574580903,0.0924792071747766,0.0883456215378386,0.0941326414295518,0.0862567401391951,0.126267349598808
"60",0.0960362092019624,0.167024974983044,0.126299656065789,0.183315102549945,0.0967683151350086,0.383146744292175
"61",0.226521320938534,0.446153365394176,0.513757757822676,0.419111608422777,0.679930163070474,0.688901175064299
"62",0.116068979308514,0.168272174116573,0.129802837582266,0.183659908730296,0.110519911387631,0.336334104556992
"63",0.0614860570539139,0.160699653658743,0.126888437205672,0.174224140239972,0.0688614617400094,0.358641078314529
"64",0.113820298120171,0.223935045716188,0.219786975551107,0.225594273782221,0.572090464651735,0.720916115354792
"65",0.294838680599094,0.493044057015085,0.551745851512542,0.469563339216103,0.702911778163341,0.790128871753881
"66",0.152629853489026,0.327018442175656,0.401190703561544,0.297349537621301,0.789687266146545,0.830715406663033
"67",0.164942085652532,0.380776047226932,0.494331696493564,0.33535378752028,0.517241623163288,0.530968598981571
"68",0.110443554580325,0.285413792547775,0.34788650349621,0.260424708168401,0.414624348183321,0.719339578725659
"69",0.263617877624084,0.475104133457656,0.495760818300949,0.466841459520338,0.760875427832078,0.797207386543791
"70",0.0885606270380211,0.149469537692682,0.127123352393383,0.158408011812402,0.096777549881565,0.521572413218001
"71",0.0629704024144498,0.134435172705485,0.0708892985064148,0.159853522385114,0.0749116396723959,0.334771511813402
"72",0.171610015148215,0.355479707935126,0.367034353953585,0.350857849527742,0.784928805892911,0.64586465128448
"73",0.171225545377955,0.32976082938169,0.424210059350759,0.291981137394063,0.721607905606521,0.762349064329159
"74",0.116399910268406,0.282242875043476,0.324573690681609,0.265310548788223,0.679768301351903,0.756664072229423
"75",0.123002896300333,0.212683428512596,0.226428648157871,0.207185340654486,0.683090786625878,0.198602197205585
"76",0.0504388449413092,0.116596927585408,0.120846059004891,0.114897275017616,0.0656785588177908,0.156368300489466
"77",0.138004900462817,0.309965117218764,0.401381358967409,0.273398620519306,0.73935585901915,0.858860194174938
"78",0.245991921647185,0.487051495144803,0.520455708372854,0.473689809853582,0.628396948997431,0.757931636818399
"79",0.180536135076911,0.37748022548706,0.453267936616945,0.347165141035106,0.653887381067888,0.692982975284381
"80",0.0806001112613525,0.171166158210391,0.132021369220378,0.186824073806396,0.0835532299048456,0.468912320406353
"81",0.174342318741529,0.367238153354973,0.39396348837998,0.35654801934497,0.603574690463934,0.61390382755596
"82",0.201414137966532,0.426470452831351,0.531478360238156,0.38446728986863,0.614365545529528,0.743623955218117
"83",0.124455691846499,0.25918727329396,0.291566935174563,0.246235408541718,0.545235768853552,0.721330772682326
"84",0.139168662518689,0.329448610576427,0.44689728210448,0.282469141965206,0.503926539088684,NA
"85",0.297662104962209,0.516300316652632,0.552246039479718,0.501922027521797,0.817430104912928,0.76752446748174
"86",0.224012178444941,0.481116488563153,0.531431665128168,0.460990417937148,0.703469649171347,0.74549282899226
"87",0.300268030537049,0.526919088551306,0.540281956964923,0.521573941185859,0.798701358111259,0.786371445808839
"88",0.359926810302184,0.511053219479053,0.493638702368769,0.518019026323166,0.730678537441438,0.821729225888799
"89",0.132095152789199,0.246471992201051,0.261804133881421,0.240339135528903,0.479703789263564,0.38779068897054
"90",0.283753323895374,0.503334369774325,0.532955628521286,0.491485866275541,0.902196216446105,0.73591944643033
"91",0.300912504324538,0.515188227558869,0.558217513056606,0.497976513359774,0.66283504472761,0.754706062526183
"92",0.16683048814986,0.346244713912527,0.366838210446605,0.338007315298896,0.595787081928686,0.515690066386376
"93",0.454399880813664,0.548107121868945,0.566061353894063,0.540925429058897,0.851958200732011,0.799605653235169
"94",0.275035950196923,0.493715895861841,0.527039721012191,0.480386365801702,0.80606483875807,0.782649095337247
"95",0.285022515890436,0.515484490693919,0.539718991631899,0.505790690318727,0.853617914142927,0.790520356251459
"96",0.0896952170522665,0.199201033157834,0.209116503709948,0.195234844936989,0.308827454820166,0.343613735302903
"97",0.130918180324759,0.289058944378792,0.350236747527134,0.264587823119455,0.556366186080693,0.43270274113149
"98",0.148016171452843,0.278323725778129,0.292172901615462,0.272784055443195,0.661748737968545,0.63547661023333
"99",0.292477552423697,0.511524644904819,0.508316007919564,0.512808099698921,0.807545289291253,0.799925744572122
"100",0.286690824688281,0.499855206728645,0.533532270049229,0.486384381400411,0.644070609407594,0.773804045746054
"101",0.22678011048226,0.466202630524475,0.53131164505918,0.440159024710593,0.663526734039379,0.654547484767348
"102",0.146719596415066,0.317018843872592,0.270436648174502,0.335651722151828,0.546927254749262,0.611249669471633
"103",0.299771119247357,0.516170949556676,0.532926624849524,0.509468679439537,0.781252567149278,0.725758321983128
"104",0.349477355080476,0.527852184834788,0.541723475967283,0.522303668381791,0.780764149238257,0.795069545271082
"105",0.248992969230236,0.475047215667219,0.547663127675075,0.446000850864076,0.836944437274226,0.770336612392175
"106",0.475190403618211,0.545426967378934,0.564870978317619,0.53764936300346,0.753206640707334,0.833732109214679
"107",0.262585471847322,0.486584058879988,0.533667151044131,0.46775082201433,0.77616168438348,0.64307740629894
"108",0.0993323400446459,0.171846282472277,0.130351829578881,0.188444063629635,0.114401270123182,0.675720706877916
"109",0.268094250448064,0.464052497789692,0.542675389688482,0.432603341030177,0.643010056082185,0.668632474582138
"110",1.09324567118272,0.618790591777838,0.601903640757745,0.625545372185876,0.849889332757046,0.838371062685438
"111",0.248849078778584,0.472824117555235,0.509669030336529,0.458086152442718,0.744438375845445,0.774285725999295
"112",0.622554171479798,0.565215425217425,0.601085837464528,0.550867260318584,0.776649142635543,0.852626757929119
"113",0.522173321388238,0.555603500742746,0.568420983282341,0.550476507726908,0.843069116516136,0.839591146001645
"114",0.341191929746584,0.513444973096303,0.561611550399602,0.494178342174983,0.859920353585251,0.809695336730342
"115",0.69186208145672,0.584823511419958,0.586093466699181,0.584315529308268,0.858131161753209,0.825632670011713
"116",0.217709664431817,0.46610093512478,0.481764561768044,0.459835484467474,0.770213534132243,0.735269169963004
"117",0.264813292912098,0.489880128881049,0.566258684933689,0.459328706459993,0.753381916370595,0.747855125512787
"118",0.228446206296241,0.452620003996261,0.548871039563118,0.414119589769518,0.718898117961501,0.719513303821505
"119",0.238404223194219,0.462872440996256,0.490406529989415,0.451858805398993,0.74443517164264,0.615596984228645
"120",0.559229067134168,0.56011894897099,0.579606169826464,0.552324060628801,0.830025106971435,0.789540963340147
"121",0.411086654320455,0.528708508294366,0.552132325590049,0.519338981376093,0.832821996614528,0.836995480354325
"122",0.317750593623902,0.505727433505477,0.507894700592256,0.504860526670765,0.766136832491613,0.754675330361538
"123",0.357555059515488,0.528085122909835,0.534682255412871,0.525446269908621,0.827654792677458,0.808572780608122
"124",0.713271338279268,0.583100664991027,0.604675705688796,0.574470648711919,0.812677935671582,0.833211523545566
"125",0.528967070552701,0.556236847771585,0.539866562239824,0.56278496198429,0.802332829357955,0.810835725286928
"126",0.622687259285276,0.566017335241583,0.570281509851467,0.564311665397629,0.810883851806852,0.836498052752217
"127",0.387556773973264,0.542263704902382,0.559271545494298,0.535460568665615,0.824039429854519,0.749361533643982
"128",0.271099558012083,0.482055782466527,0.54152052161431,0.458269886807415,0.728383734003964,0.749052831570396
"129",0.296573935737429,0.523882619768813,0.549984237956356,0.513441972493796,0.802487365388345,0.82180942396256
"130",0.791074915934861,0.585891855449095,0.593237868839257,0.58295345009303,0.852033377967753,0.844111571881698
"131",0.518387170261029,0.553601850999695,0.578189632306788,0.543766738476858,0.791454651933113,0.833460851493793
"132",1.06644324010974,0.614725781216459,0.631853813248875,0.607874568403493,0.859806043952334,0.831676501355686
"133",0.450191563183462,0.547489752629661,0.562897788789583,0.541326538165692,0.799765433834581,0.791722942837605
"134",0.482616349124436,0.552664113150145,0.547621435306709,0.554681184287519,0.7701891891842,0.822516928963511
"135",0.68357843088193,0.57724239240369,0.584472146467089,0.57435049077833,0.834070651255333,0.82699476040572
"136",1.12731153634412,0.619267724094404,0.630663068146188,0.61470958647369,0.878484322087271,0.839493939822163
"137",0.444950863860513,0.53329062095312,0.589053939294682,0.510985293616495,0.790550923328618,0.823529718344788
"138",0.810435470144354,0.593705292387874,0.606102935935106,0.588746234968981,0.843992258358705,0.839971430554716
"139",1.07536566510259,0.616261096164172,0.629650452103301,0.61090535378852,0.870420024919481,0.849057947228668
"140",0.523804017841083,0.560790624338553,0.567476263993311,0.55811636847665,0.820985475772675,0.833912556601861
"141",0.352002104276728,0.512712410392743,0.556310463117344,0.495273189302902,0.834965446510998,0.782670788086352
"142",0.60840258447148,0.563911414334475,0.577584828935408,0.558442048494102,0.82771302507371,0.816304268976486
"143",0.516610343324223,0.561714992368716,0.560267396165603,0.562294030849962,0.856548784908073,0.816310310634284
"144",2.16480565824067,0.694238253439966,0.68742025675939,0.696965452112197,0.873483787086242,0.853626121736523
"145",0.501120382186198,0.552172028109891,0.533493693021907,0.559643362145084,0.817242554287233,0.825783572355976
"146",0.429886344566227,0.535102408638354,0.564816765241632,0.523216665997042,0.846062548647104,0.811003099597169
"147",0.759700863987012,0.586386500729866,0.579188395116111,0.589265742975368,0.79364300467398,0.848743260076627
"148",0.791495548460325,0.582076415262301,0.620050201924687,0.566886900597347,0.830621510799235,0.848307924209002
"149",0.41111936105021,0.531307083039343,0.552761016867469,0.522725509508093,0.764582107261777,0.827958306324927
"150",1.62836913712558e+25,549354135976.609,99275.3285210207,769095750657.121,0.838041189696627,0.540807837072052
